Compound,RT,Filename,Area,m/z (Apex),ISTD Response,Actual RT,RT Delta,m/z (Expected),m/z (Delta)
BDE 100,15.72,Blk_001,N/F,N/F,3968217,N/F,N/F,<multiple>,N/F
BDE 100,15.72,P12_B_001,N/F,N/F,6973854,N/F,N/F,<multiple>,N/F
BDE 100,15.72,P12_D1_001,N/F,N/F,6306157,N/F,N/F,<multiple>,N/F
BDE 100,15.72,P12_D2_001,934,565.61755,5854375,15.77,0.05,<multiple>,-2.62772 (ppm)
BDE 100,15.72,P12_D3_001,N/F,N/F,6321116,N/F,N/F,<multiple>,N/F
BDE 100,15.72,P14_B_001,N/F,N/F,5653277,N/F,N/F,<multiple>,N/F
BDE 100,15.72,P14_D1_001,1526,565.6203,5548788,15.78,0.06,<multiple>,2.22817 (ppm)
BDE 100,15.72,P14_D2_001,N/F,N/F,4391306,N/F,N/F,<multiple>,N/F
BDE 100,15.72,P14_D3_001,N/F,N/F,4577212,N/F,N/F,<multiple>,N/F
BDE 100,15.72,P14_D3_002,N/F,N/F,3966503,N/F,N/F,<multiple>,N/F
BDE 100,15.72,P15_B_001,N/F,N/F,4199472,N/F,N/F,<multiple>,N/F
BDE 100,15.72,P15_D1_001,N/F,N/F,4186286,N/F,N/F,<multiple>,N/F
BDE 100,15.72,P15_D2_001,N/F,N/F,3600742,N/F,N/F,<multiple>,N/F
BDE 100,15.72,P15_D3_001,N/F,N/F,5081949,N/F,N/F,<multiple>,N/F
BDE 100,15.72,P16_B_001,N/F,N/F,5455441,N/F,N/F,<multiple>,N/F
BDE 100,15.72,P16_D1_001,N/F,N/F,4601497,N/F,N/F,<multiple>,N/F
BDE 100,15.72,P16_D2_001,N/F,N/F,N/F,N/F,N/F,<multiple>,N/F
BDE 100,15.72,P16_D3_001,N/F,N/F,3687796,N/F,N/F,<multiple>,N/F
BDE 100,15.72,QCB_001,N/F,N/F,6299443,N/F,N/F,<multiple>,N/F
BDE 100,15.72,QCP_001,N/F,N/F,5292044,N/F,N/F,<multiple>,N/F
BDE 100,15.72,SolventBlank_001,N/F,N/F,N/F,N/F,N/F,<multiple>,N/F
BDE 100,15.72,SolventBlank_002,N/F,N/F,N/F,N/F,N/F,<multiple>,N/F
BDE 100,15.72,Spk2_001,N/F,N/F,2890028,N/F,N/F,<multiple>,N/F
BDE 17,14.21,Blk_001,N/F,N/F,3968217,N/F,N/F,405.80211,N/F
BDE 17,14.21,P12_B_001,N/F,N/F,6973854,N/F,N/F,405.80211,N/F
BDE 17,14.21,P12_D1_001,N/F,N/F,6306157,N/F,N/F,405.80211,N/F
BDE 17,14.21,P12_D2_001,N/F,N/F,5854375,N/F,N/F,405.80211,N/F
BDE 17,14.21,P12_D3_001,N/F,N/F,6321116,N/F,N/F,405.80211,N/F
BDE 17,14.21,P14_B_001,N/F,N/F,5653277,N/F,N/F,405.80211,N/F
BDE 17,14.21,P14_D1_001,N/F,N/F,5548788,N/F,N/F,405.80211,N/F
BDE 17,14.21,P14_D2_001,N/F,N/F,4391306,N/F,N/F,405.80211,N/F
BDE 17,14.21,P14_D3_001,N/F,N/F,4577212,N/F,N/F,405.80211,N/F
BDE 17,14.21,P14_D3_002,N/F,N/F,3966503,N/F,N/F,405.80211,N/F
BDE 17,14.21,P15_B_001,N/F,N/F,4199472,N/F,N/F,405.80211,N/F
BDE 17,14.21,P15_D1_001,N/F,N/F,4186286,N/F,N/F,405.80211,N/F
BDE 17,14.21,P15_D2_001,N/F,N/F,3600742,N/F,N/F,405.80211,N/F
BDE 17,14.21,P15_D3_001,N/F,N/F,5081949,N/F,N/F,405.80211,N/F
BDE 17,14.21,P16_B_001,N/F,N/F,5455441,N/F,N/F,405.80211,N/F
BDE 17,14.21,P16_D1_001,N/F,N/F,4601497,N/F,N/F,405.80211,N/F
BDE 17,14.21,P16_D2_001,N/F,N/F,N/F,N/F,N/F,405.80211,N/F
BDE 17,14.21,P16_D3_001,N/F,N/F,3687796,N/F,N/F,405.80211,N/F
BDE 17,14.21,QCB_001,N/F,N/F,6299443,N/F,N/F,405.80211,N/F
BDE 17,14.21,QCP_001,N/F,N/F,5292044,N/F,N/F,405.80211,N/F
BDE 17,14.21,SolventBlank_001,N/F,N/F,N/F,N/F,N/F,405.80211,N/F
BDE 17,14.21,SolventBlank_002,N/F,N/F,N/F,N/F,N/F,405.80211,N/F
BDE 17,14.21,Spk2_001,N/F,N/F,2890028,N/F,N/F,405.80211,N/F
BDE 28,14.53,Blk_001,N/F,N/F,3968217,N/F,N/F,405.80211,N/F
BDE 28,14.53,P12_B_001,N/F,N/F,6973854,N/F,N/F,405.80211,N/F
BDE 28,14.53,P12_D1_001,N/F,N/F,6306157,N/F,N/F,405.80211,N/F
BDE 28,14.53,P12_D2_001,3927,405.80072,5854375,15.97,1.44,405.80211,-3.42479 (ppm)
BDE 28,14.53,P12_D3_001,N/F,N/F,6321116,N/F,N/F,405.80211,N/F
BDE 28,14.53,P14_B_001,N/F,N/F,5653277,N/F,N/F,405.80211,N/F
BDE 28,14.53,P14_D1_001,N/F,N/F,5548788,N/F,N/F,405.80211,N/F
BDE 28,14.53,P14_D2_001,N/F,N/F,4391306,N/F,N/F,405.80211,N/F
BDE 28,14.53,P14_D3_001,N/F,N/F,4577212,N/F,N/F,405.80211,N/F
BDE 28,14.53,P14_D3_002,N/F,N/F,3966503,N/F,N/F,405.80211,N/F
BDE 28,14.53,P15_B_001,N/F,N/F,4199472,N/F,N/F,405.80211,N/F
BDE 28,14.53,P15_D1_001,N/F,N/F,4186286,N/F,N/F,405.80211,N/F
BDE 28,14.53,P15_D2_001,N/F,N/F,3600742,N/F,N/F,405.80211,N/F
BDE 28,14.53,P15_D3_001,N/F,N/F,5081949,N/F,N/F,405.80211,N/F
BDE 28,14.53,P16_B_001,N/F,N/F,5455441,N/F,N/F,405.80211,N/F
BDE 28,14.53,P16_D1_001,N/F,N/F,4601497,N/F,N/F,405.80211,N/F
BDE 28,14.53,P16_D2_001,N/F,N/F,N/F,N/F,N/F,405.80211,N/F
BDE 28,14.53,P16_D3_001,N/F,N/F,3687796,N/F,N/F,405.80211,N/F
BDE 28,14.53,QCB_001,N/F,N/F,6299443,N/F,N/F,405.80211,N/F
BDE 28,14.53,QCP_001,N/F,N/F,5292044,N/F,N/F,405.80211,N/F
BDE 28,14.53,SolventBlank_001,N/F,N/F,N/F,N/F,N/F,405.80211,N/F
BDE 28,14.53,SolventBlank_002,N/F,N/F,N/F,N/F,N/F,405.80211,N/F
BDE 28,14.53,Spk2_001,269,405.80032,2890028,15.02,0.49,405.80211,-4.40243 (ppm)
BDE 47,16.77,Blk_001,N/F,N/F,3968217,N/F,N/F,485.71057,N/F
BDE 47,16.77,P12_B_001,N/F,N/F,6973854,N/F,N/F,485.71057,N/F
BDE 47,16.77,P12_D1_001,N/F,N/F,6306157,N/F,N/F,485.71057,N/F
BDE 47,16.77,P12_D2_001,N/F,N/F,5854375,N/F,N/F,485.71057,N/F
BDE 47,16.77,P12_D3_001,N/F,N/F,6321116,N/F,N/F,485.71057,N/F
BDE 47,16.77,P14_B_001,N/F,N/F,5653277,N/F,N/F,485.71057,N/F
BDE 47,16.77,P14_D1_001,N/F,N/F,5548788,N/F,N/F,485.71057,N/F
BDE 47,16.77,P14_D2_001,N/F,N/F,4391306,N/F,N/F,485.71057,N/F
BDE 47,16.77,P14_D3_001,N/F,N/F,4577212,N/F,N/F,485.71057,N/F
BDE 47,16.77,P14_D3_002,N/F,N/F,3966503,N/F,N/F,485.71057,N/F
BDE 47,16.77,P15_B_001,N/F,N/F,4199472,N/F,N/F,485.71057,N/F
BDE 47,16.77,P15_D1_001,N/F,N/F,4186286,N/F,N/F,485.71057,N/F
BDE 47,16.77,P15_D2_001,N/F,N/F,3600742,N/F,N/F,485.71057,N/F
BDE 47,16.77,P15_D3_001,N/F,N/F,5081949,N/F,N/F,485.71057,N/F
BDE 47,16.77,P16_B_001,N/F,N/F,5455441,N/F,N/F,485.71057,N/F
BDE 47,16.77,P16_D1_001,N/F,N/F,4601497,N/F,N/F,485.71057,N/F
BDE 47,16.77,P16_D2_001,N/F,N/F,N/F,N/F,N/F,485.71057,N/F
BDE 47,16.77,P16_D3_001,N/F,N/F,3687796,N/F,N/F,485.71057,N/F
BDE 47,16.77,QCB_001,N/F,N/F,6299443,N/F,N/F,485.71057,N/F
BDE 47,16.77,QCP_001,N/F,N/F,5292044,N/F,N/F,485.71057,N/F
BDE 47,16.77,SolventBlank_001,N/F,N/F,N/F,N/F,N/F,485.71057,N/F
BDE 47,16.77,SolventBlank_002,299,485.71063,N/F,15.44,-1.33,485.71057,.12832 (ppm)
BDE 47,16.77,Spk2_001,N/F,N/F,2890028,N/F,N/F,485.71057,N/F
BDE 99,18.36,Blk_001,N/F,N/F,3968217,N/F,N/F,<multiple>,N/F
BDE 99,18.36,P12_B_001,N/F,N/F,6973854,N/F,N/F,<multiple>,N/F
BDE 99,18.36,P12_D1_001,N/F,N/F,6306157,N/F,N/F,<multiple>,N/F
BDE 99,18.36,P12_D2_001,N/F,N/F,5854375,N/F,N/F,<multiple>,N/F
BDE 99,18.36,P12_D3_001,N/F,N/F,6321116,N/F,N/F,<multiple>,N/F
BDE 99,18.36,P14_B_001,N/F,N/F,5653277,N/F,N/F,<multiple>,N/F
BDE 99,18.36,P14_D1_001,N/F,N/F,5548788,N/F,N/F,<multiple>,N/F
BDE 99,18.36,P14_D2_001,N/F,N/F,4391306,N/F,N/F,<multiple>,N/F
BDE 99,18.36,P14_D3_001,N/F,N/F,4577212,N/F,N/F,<multiple>,N/F
BDE 99,18.36,P14_D3_002,N/F,N/F,3966503,N/F,N/F,<multiple>,N/F
BDE 99,18.36,P15_B_001,N/F,N/F,4199472,N/F,N/F,<multiple>,N/F
BDE 99,18.36,P15_D1_001,N/F,N/F,4186286,N/F,N/F,<multiple>,N/F
BDE 99,18.36,P15_D2_001,N/F,N/F,3600742,N/F,N/F,<multiple>,N/F
BDE 99,18.36,P15_D3_001,N/F,N/F,5081949,N/F,N/F,<multiple>,N/F
BDE 99,18.36,P16_B_001,N/F,N/F,5455441,N/F,N/F,<multiple>,N/F
BDE 99,18.36,P16_D1_001,N/F,N/F,4601497,N/F,N/F,<multiple>,N/F
BDE 99,18.36,P16_D2_001,N/F,N/F,N/F,N/F,N/F,<multiple>,N/F
BDE 99,18.36,P16_D3_001,N/F,N/F,3687796,N/F,N/F,<multiple>,N/F
BDE 99,18.36,QCB_001,N/F,N/F,6299443,N/F,N/F,<multiple>,N/F
BDE 99,18.36,QCP_001,N/F,N/F,5292044,N/F,N/F,<multiple>,N/F
BDE 99,18.36,SolventBlank_001,N/F,N/F,N/F,N/F,N/F,<multiple>,N/F
BDE 99,18.36,SolventBlank_002,N/F,N/F,N/F,N/F,N/F,<multiple>,N/F
BDE 99,18.36,Spk2_001,N/F,N/F,2890028,N/F,N/F,<multiple>,N/F
Benzyl butyl phthalate - BBP,13.61,Blk_001,N/F,N/F,17480438,N/F,N/F,<multiple>,N/F
Benzyl butyl phthalate - BBP,13.61,P12_B_001,827904,149.02335,41536369,13.6,-0.01,<multiple>,.97936 (ppm)
Benzyl butyl phthalate - BBP,13.61,P12_D1_001,1305507,149.02333,39217719,13.6,-0.01,<multiple>,.87697 (ppm)
Benzyl butyl phthalate - BBP,13.61,P12_D2_001,797232,149.02335,38923782,13.6,-0.01,<multiple>,.97936 (ppm)
Benzyl butyl phthalate - BBP,13.61,P12_D3_001,804452,149.02333,43800400,13.6,-0.01,<multiple>,.87697 (ppm)
Benzyl butyl phthalate - BBP,13.61,P14_B_001,624366,149.02336,38869530,13.61,0.00,<multiple>,1.08175 (ppm)
Benzyl butyl phthalate - BBP,13.61,P14_D1_001,1038155,149.02339,39312935,13.61,0.00,<multiple>,1.28654 (ppm)
Benzyl butyl phthalate - BBP,13.61,P14_D2_001,1438245,149.02339,32902200,13.61,0.00,<multiple>,1.28654 (ppm)
Benzyl butyl phthalate - BBP,13.61,P14_D3_001,656785,149.02339,35476817,13.61,0.00,<multiple>,1.28654 (ppm)
Benzyl butyl phthalate - BBP,13.61,P14_D3_002,579860,149.02339,33369590,13.61,0.00,<multiple>,1.28654 (ppm)
Benzyl butyl phthalate - BBP,13.61,P15_B_001,780545,149.02338,31544020,13.61,0.00,<multiple>,1.18414 (ppm)
Benzyl butyl phthalate - BBP,13.61,P15_D1_001,509590,149.02336,31879862,13.6,-0.01,<multiple>,1.08175 (ppm)
Benzyl butyl phthalate - BBP,13.61,P15_D2_001,227675,149.02338,28447660,13.6,-0.01,<multiple>,1.18414 (ppm)
Benzyl butyl phthalate - BBP,13.61,P15_D3_001,1903500,149.02335,33204869,13.6,-0.01,<multiple>,.97936 (ppm)
Benzyl butyl phthalate - BBP,13.61,P16_B_001,6401721,149.02336,30294614,13.6,-0.01,<multiple>,1.08175 (ppm)
Benzyl butyl phthalate - BBP,13.61,P16_D1_001,385688,149.02336,35263826,13.6,-0.01,<multiple>,1.08175 (ppm)
Benzyl butyl phthalate - BBP,13.61,P16_D2_001,N/F,N/F,235,N/F,N/F,<multiple>,N/F
Benzyl butyl phthalate - BBP,13.61,P16_D3_001,319054,149.02341,27683422,13.6,-0.01,<multiple>,1.38893 (ppm)
Benzyl butyl phthalate - BBP,13.61,QCB_001,929714,149.02335,39860953,13.6,-0.01,<multiple>,.97936 (ppm)
Benzyl butyl phthalate - BBP,13.61,QCP_001,496810,149.02336,34127669,13.61,0.00,<multiple>,1.08175 (ppm)
Benzyl butyl phthalate - BBP,13.61,SolventBlank_001,531,149.02332,49044,13.99,0.38,<multiple>,.77458 (ppm)
Benzyl butyl phthalate - BBP,13.61,SolventBlank_002,234,149.02342,6221,13.47,-0.14,<multiple>,1.49132 (ppm)
Benzyl butyl phthalate - BBP,13.61,Spk2_001,31707,149.02336,18145852,13.61,0.00,<multiple>,1.08175 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,Blk_001,N/F,N/F,17480438,N/F,N/F,153.0484,N/F
Bis(2- ethylhexyl) phthalate-d4,14.65,P12_B_001,27153110,153.04836,41536369,14.62,-0.03,153.0484,-.29335 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,P12_D1_001,38625511,153.04837,39217719,14.62,-0.03,153.0484,-.19366 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,P12_D2_001,34952851,153.04831,38923782,14.62,-0.03,153.0484,-.59245 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,P12_D3_001,37139936,153.04836,43800400,14.62,-0.03,153.0484,-.29335 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,P14_B_001,22040530,153.04832,38869530,14.62,-0.03,153.0484,-.49275 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,P14_D1_001,27767882,153.04834,39312935,14.63,-0.02,153.0484,-.39305 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,P14_D2_001,28288382,153.04836,32902200,14.63,-0.02,153.0484,-.29335 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,P14_D3_001,25309031,153.04834,35476817,14.62,-0.03,153.0484,-.39305 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,P14_D3_002,23253219,153.04836,33369590,14.63,-0.02,153.0484,-.29335 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,P15_B_001,36738387,153.04829,31544020,14.63,-0.02,153.0484,-.69215 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,P15_D1_001,32736645,153.04839,31879862,14.62,-0.03,153.0484,-.09396 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,P15_D2_001,24727998,153.04831,28447660,14.62,-0.03,153.0484,-.59245 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,P15_D3_001,23999281,153.04842,33204869,14.64,-0.01,153.0484,.10544 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,P16_B_001,17598333,153.04843,30294614,14.69,0.04,153.0484,.20514 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,P16_D1_001,26936536,153.04836,35263826,14.62,-0.03,153.0484,-.29335 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,P16_D2_001,N/F,N/F,235,N/F,N/F,153.0484,N/F
Bis(2- ethylhexyl) phthalate-d4,14.65,P16_D3_001,23605404,153.04832,27683422,14.62,-0.03,153.0484,-.49275 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,QCB_001,25252420,153.04848,39860953,14.64,-0.01,153.0484,.50424 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,QCP_001,30390208,153.04843,34127669,14.63,-0.02,153.0484,.20514 (ppm)
Bis(2- ethylhexyl) phthalate-d4,14.65,SolventBlank_001,N/F,N/F,49044,N/F,N/F,153.0484,N/F
Bis(2- ethylhexyl) phthalate-d4,14.65,SolventBlank_002,N/F,N/F,6221,N/F,N/F,153.0484,N/F
Bis(2- ethylhexyl) phthalate-d4,14.65,Spk2_001,7941084,153.04836,18145852,14.63,-0.02,153.0484,-.29335 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,Blk_001,8138,149.02348,N/A,13.61,-0.49,149.0233,1.22985 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,P12_B_001,205156,149.02335,N/A,14.37,0.27,149.0233,.30832 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,P12_D1_001,1360588,149.02333,N/A,13.6,-0.50,149.0233,.20593 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,P12_D2_001,47176,149.02338,N/A,14.37,0.27,149.0233,.51311 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,P12_D3_001,263928,149.02336,N/A,14.36,0.26,149.0233,.41071 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,P14_B_001,640704,149.02336,N/A,13.61,-0.49,149.0233,.41071 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,P14_D1_001,1090924,149.02341,N/A,13.6,-0.50,149.0233,.71789 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,P14_D2_001,1490240,149.02341,N/A,13.6,-0.50,149.0233,.71789 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,P14_D3_001,678265,149.02339,N/A,13.61,-0.49,149.0233,.61550 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,P14_D3_002,614430,149.02339,N/A,13.61,-0.49,149.0233,.61550 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,P15_B_001,801506,149.02338,N/A,13.61,-0.49,149.0233,.51311 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,P15_D1_001,524188,149.02335,N/A,13.6,-0.50,149.0233,.30832 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,P15_D2_001,240820,149.02338,N/A,13.6,-0.50,149.0233,.51311 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,P15_D3_001,87086854,149.02318,N/A,14.37,0.27,149.0233,-.81799 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,P16_B_001,318314567,149.02313,N/A,14.37,0.27,149.0233,-1.12516 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,P16_D1_001,363233,149.02336,N/A,13.6,-0.50,149.0233,.41071 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,P16_D2_001,N/F,N/F,N/A,N/F,N/F,149.0233,N/F
Bis(2-butoxyethyl) phthalate,14.1,P16_D3_001,333374,149.02341,N/A,13.6,-0.50,149.0233,.71789 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,QCB_001,41126824,149.02319,N/A,14.37,0.27,149.0233,-.71560 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,QCP_001,5911193,149.02332,N/A,14.38,0.28,149.0233,.10354 (ppm)
Bis(2-butoxyethyl) phthalate,14.1,SolventBlank_001,N/F,N/F,N/A,N/F,N/F,149.0233,N/F
Bis(2-butoxyethyl) phthalate,14.1,SolventBlank_002,N/F,N/F,N/A,N/F,N/F,149.0233,N/F
Bis(2-butoxyethyl) phthalate,14.1,Spk2_001,28763,149.02336,N/A,13.61,-0.49,149.0233,.41071 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,Blk_001,N/F,N/F,N/A,N/F,N/F,149.0233,N/F
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,P12_B_001,31189,149.02333,N/A,11.58,-0.39,149.0233,.20593 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,P12_D1_001,78496,149.02336,N/A,11.76,-0.21,149.0233,.41071 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,P12_D2_001,311366,149.02335,N/A,11.75,-0.22,149.0233,.30832 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,P12_D3_001,76742,149.0233,N/A,11.75,-0.22,149.0233,.00115 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,P14_B_001,76069,149.02336,N/A,11.76,-0.21,149.0233,.41071 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,P14_D1_001,127918,149.02338,N/A,12.1,0.13,149.0233,.51311 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,P14_D2_001,145012,149.02339,N/A,11.76,-0.21,149.0233,.61550 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,P14_D3_001,176217,149.02338,N/A,11.76,-0.21,149.0233,.51311 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,P14_D3_002,166049,149.02339,N/A,11.76,-0.21,149.0233,.61550 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,P15_B_001,8610,149.02333,N/A,12.04,0.07,149.0233,.20593 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,P15_D1_001,73109,149.02335,N/A,11.95,-0.02,149.0233,.30832 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,P15_D2_001,8777,149.02335,N/A,11.95,-0.02,149.0233,.30832 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,P15_D3_001,2396860,149.02333,N/A,11.95,-0.02,149.0233,.20593 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,P16_B_001,7360918,149.0233,N/A,11.95,-0.02,149.0233,.00115 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,P16_D1_001,N/F,N/F,N/A,N/F,N/F,149.0233,N/F
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,P16_D2_001,N/F,N/F,N/A,N/F,N/F,149.0233,N/F
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,P16_D3_001,24640,149.02336,N/A,11.76,-0.21,149.0233,.41071 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,QCB_001,1059295,149.02335,N/A,11.95,-0.02,149.0233,.30832 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,QCP_001,150208,149.02335,N/A,11.95,-0.02,149.0233,.30832 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,SolventBlank_001,641,149.02351,N/A,12.07,0.10,149.0233,1.43463 (ppm)
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,SolventBlank_002,N/F,N/F,N/A,N/F,N/F,149.0233,N/F
Bis(2-ethoxyethyl) phthalate (DEEP),11.97,Spk2_001,3693,149.02325,N/A,11.96,-0.01,149.0233,-.30603 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,Blk_001,84338,149.02342,17480438,14.65,-0.05,<multiple>,1.49132 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,P12_B_001,79806570,149.02319,41536369,14.63,-0.07,<multiple>,-.04456 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,P12_D1_001,141336946,149.02321,39217719,14.63,-0.07,<multiple>,.05783 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,P12_D2_001,15546891,149.02332,38923782,14.63,-0.07,<multiple>,.77458 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,P12_D3_001,121726061,149.02319,43800400,14.63,-0.07,<multiple>,-.04456 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,P14_B_001,6773759,149.02333,38869530,14.63,-0.07,<multiple>,.87697 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,P14_D1_001,14966738,149.02332,39312935,14.64,-0.06,<multiple>,.77458 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,P14_D2_001,104433144,149.02319,32902200,14.63,-0.07,<multiple>,-.04456 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,P14_D3_001,53360067,149.02324,35476817,14.64,-0.06,<multiple>,.26262 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,P14_D3_002,49028779,149.02322,33369590,14.63,-0.07,<multiple>,.16022 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,P15_B_001,19622867,149.02327,31544020,14.63,-0.07,<multiple>,.46740 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,P15_D1_001,272963494,149.02315,31879862,14.63,-0.07,<multiple>,-.35174 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,P15_D2_001,18378077,149.02327,28447660,14.63,-0.07,<multiple>,.46740 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,P15_D3_001,15361758921,149.02316,33204869,14.67,-0.03,<multiple>,-.24935 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,P16_B_001,34304167578,149.02318,30294614,14.7,0.00,<multiple>,-.14695 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,P16_D1_001,157826750,149.02318,35263826,14.63,-0.07,<multiple>,-.14695 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,P16_D2_001,N/F,N/F,235,N/F,N/F,<multiple>,N/F
Bis(2-ethylhexyl) phthalate - DEHP,14.7,P16_D3_001,17671485,149.02333,27683422,14.63,-0.07,<multiple>,.87697 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,QCB_001,12103604899,149.02316,39860953,14.66,-0.04,<multiple>,-.24935 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,QCP_001,2380233590,149.02313,34127669,14.64,-0.06,<multiple>,-.45413 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,SolventBlank_001,701,N/A,49044,14.72,0.02,<multiple>,N/A
Bis(2-ethylhexyl) phthalate - DEHP,14.7,SolventBlank_002,231,149.02394,6221,14.78,0.08,<multiple>,4.97265 (ppm)
Bis(2-ethylhexyl) phthalate - DEHP,14.7,Spk2_001,523502,149.02338,18145852,14.64,-0.06,<multiple>,1.18414 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,Blk_001,6829220,149.02328,N/A,10.83,0.00,149.0233,-.10125 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,P12_B_001,24493149,149.02328,N/A,10.81,-0.02,149.0233,-.10125 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,P12_D1_001,58045061,149.02327,N/A,10.81,-0.02,149.0233,-.20364 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,P12_D2_001,33979666,149.02327,N/A,10.81,-0.02,149.0233,-.20364 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,P12_D3_001,45496677,149.02328,N/A,10.81,-0.02,149.0233,-.10125 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,P14_B_001,36780789,149.0233,N/A,10.82,-0.01,149.0233,.00115 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,P14_D1_001,32487838,149.02328,N/A,10.81,-0.02,149.0233,-.10125 (ppm)
