"INCHIKEY","ClassyFy_Status","Kingdom","Superclass","Class","Subclass","Parent_Level_1","Parent_Level_2","Parent_Level_3","Parent_Level_4","Parent_Level_5","Parent_Level_6"
"WVVSZNPYNCNODU-XTQGRXLLSA-N","Completed","Organic compounds","Alkaloids and derivatives","Ergoline and derivatives","Lysergic acids and derivatives","Lysergamides",NA,NA,NA,NA,NA
"WWOPKCRAWYWZPG-WBKRFZAASA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrane steroids",NA,NA,NA,NA,NA
"WWROGCAUSKGAMX-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Anilides","Anilides",NA,NA,NA,NA,NA
"WWSUFZCWOJULTK-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Acetophenones","Acetophenones",NA,NA,NA,NA,NA
"WWUZIQQURGPMPG-UHFFFAOYNA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Alkanolamines","1,2-aminoalcohols",NA,NA,NA,NA
"WWXZQFWOWANITM-AQASXUMVNA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Alkanolamines","1,3-aminoalcohols",NA,NA,NA,NA
"WWZDOUGJVPBIAE-PACQFBCZSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Macrolactams",NA,"Macrolactams",NA,NA,NA,NA,NA
"WWZKQHOCKIZLMA-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",NA,NA,NA,NA,NA
"WXCCRMLNFFAMJC-DIKJPAQWSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid esters","Steroid esters",NA,NA,NA,NA,NA
"WXDLBYTWLXNNTA-SBLAIGBDSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid esters","Steroid esters",NA,NA,NA,NA,NA
"WXFMGCVRGSIXOB-APTIWFLNSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cholestane steroids","Cholestane steroids",NA,NA,NA,NA,NA
"WXHUQVMHWUQNTG-JSWHPQHOSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"WXMARHKAXWRNDM-GAMIEDRGSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins",NA,NA,NA,NA,NA
"WXNJNHFYIWEHIL-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","3'-O-methylated flavonoids",NA,NA,NA,NA,NA
"WXNRYSGJLQFHBR-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzophenones","Benzophenones",NA,NA,NA,NA,NA
"WXNXCEHXYPACJF-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Leucine and derivatives",NA,NA,NA
"WXQHVBNTINGJJR-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Fluorenes",NA,"Fluorenes",NA,NA,NA,NA,NA
"WXTBYSIPOKXCPM-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives",NA,NA,NA,NA
"WXZVAROIGSFCFJ-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Naphthalenes",NA,"Naphthalenes",NA,NA,NA,NA,NA
"WYDPEADEZMZKNM-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"WYDPEADEZMZKNM-YZSQPZFNSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"WYJAPUKIYAZSEM-MOPGFXCFSA-N","Completed","Organic compounds","Alkaloids and derivatives","Eburnan-type alkaloids",NA,"Eburnan-type alkaloids",NA,NA,NA,NA,NA
"WYODRDAXJPMKRW-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WYQPLTPSGFELIB-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Pregnane steroids","Gluco/mineralocorticoids, progestogins and derivatives",NA,NA,NA,NA,NA
"WYQVAPGDARQUBT-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"WYUKJASPBYYQRJ-VSJOFRJTSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","Amino sugars","Acylaminosugars",NA,NA,NA
"WYWIFABBXFUGLM-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Xylenes","Xylenols",NA,NA,NA,NA,NA
"WYXSYVWAUAUWLD-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Glycosylamines",NA,NA,NA,NA
"WYYKRDVIBOEORL-JLCKPESSSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Fumonisins","Fumonisins",NA,NA,NA,NA,NA
"WYZWZEOGROVVHK-RPJJWQTDSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives",NA,NA,NA,NA,NA
"WZCZNEGTXVXAAS-UHFFFAOYSA-N","Completed","Organic compounds","Organohalogen compounds","Alkyl halides","Halomethanes","Trihalomethanes",NA,NA,NA,NA,NA
"WZHCMAFZIFECCV-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Carbazoles","Pyrrolocarbazoles","Indolocarbazoles",NA,NA,NA,NA
"WZLJFFOIPJDGBU-MXKLYMAESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins","Cucurbitacin glycosides",NA,NA,NA,NA
"WZSWWJLIQCVBRG-ZCXUNETKNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Lysophosphatidylcholines","2-acyl-sn-glycero-3-phosphocholines",NA,NA,NA,NA
"WZSWWJLIQCVBRG-ZCXUNETKSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Lysophosphatidylcholines","2-acyl-sn-glycero-3-phosphocholines",NA,NA,NA,NA
"WZVMMFZPSBXGQY-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives",NA,"Coumarins and derivatives",NA,NA,NA,NA,NA
"WZYZDHVPSZCEEP-IRXDYDNUSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","Gamma butyrolactones",NA,NA,NA,NA,NA
"XACZFCWCKVUOBC-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XAFNQFHOQPRGAK-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","N-acyl-alpha-hexosamines",NA,NA,NA,NA
"XAIPTRIXGHTTNT-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","N-phenylureas","N-acyl-phenylureas","N-benzoyl-N'-phenylureas",NA,NA,NA,NA
"XAIUTKHLNZBMEG-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides",NA,NA,NA,NA
"XAQHSTCVGOTLHK-AUWJEWJLSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Furanocoumarins","Angular furanocoumarins",NA,NA,NA,NA,NA
"XBDFFXWKUQOUQH-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohol esters","Fatty alcohol esters",NA,NA,NA,NA,NA
"XBGYTZHKGMCEGE-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid C-glycosides","Flavonoid 8-C-glycosides",NA,NA,NA,NA
"XBLHNZRXAORYAC-KHQWPVHISA-N","No Data Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XBSQTYHEGZTYJE-REPOFGKESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Glycinated bile acids and derivatives",NA,NA,NA,NA,NA
"XBUXARJOYUQNTC-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives",NA,NA,NA,NA,NA
"XBYUUOMUOFZSBJ-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Pyranocoumarins","Angular pyranocoumarins",NA,NA,NA,NA,NA
"XCAANHSYSCAIDI-UHFFFAOYNA-N","No Data Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XCCTYIAWTASOJW-UHFFFAOYNA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside diphosphates",NA,NA,NA,NA,NA
"XCDQFROEGGNAER-PFOIMGGJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"XCEYKKJMLOFDSS-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines","Phenylalkylamines",NA,NA,NA,NA
"XCHARIIIZLLEBL-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"XCQNRWMPPLJRCM-PZSVWFBASA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-3-O-glycosides",NA,NA,NA,NA
"XCSFLMDXLJMLBA-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzoxazines","Benzoxazinones","Benzoxazinones",NA,NA,NA,NA,NA
"XCWJBJOPHSVLGU-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Halobenzenes","Chlorobenzenes","Dichlorobenzenes",NA,NA,NA,NA
"XCYFMYRAJQOAQT-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Limonoids",NA,NA,NA,NA,NA
"XDDJYYVXLXUTSA-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",NA,NA,NA,NA,NA
"XDLBSNLAIQNWON-USPXHDEXSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflavonoid O-glycosides","Isoflavonoid O-glycosides",NA,NA,NA,NA,NA
"XDROKJSWHURZGO-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Furanocoumarins","Angular furanocoumarins",NA,NA,NA,NA,NA
"XDRYMKDFEDOLFX-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenol ethers",NA,"Phenol ethers",NA,NA,NA,NA,NA
"XDXDZDZNSLXDNA-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Anthracyclines",NA,"Anthracyclines",NA,NA,NA,NA,NA
"XDYGCIOWNPNVIH-ZYJPSCNZSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Colensane and clerodane diterpenoids",NA,NA,NA,NA,NA
"XEBKSQSGNGRGDW-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",NA,NA,NA,NA,NA
"XELXKZJCZXSVKJ-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Carbazoles","Carbazoles",NA,NA,NA,NA,NA
"XEMVQWDHRXAQNR-YVEJFGEMSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins",NA,NA,NA,NA,NA
"XEZVDURJDFGERA-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids",NA,NA,NA,NA,NA
"XFCLFWWTDWKJAH-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids",NA,NA,NA,NA,NA
"XFCLFWWTDWKJAH-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids",NA,NA,NA,NA,NA
"XFDJYSQDBULQSI-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Diphenylmethanes","Diphenylmethanes",NA,NA,NA,NA,NA
"XFFOMNJIDRDDLQ-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavones","3-prenylated flavones",NA,NA,NA,NA,NA
"XFLTYUCKJRFDOU-XPMKZLBQSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Tannins",NA,"Tannins",NA,NA,NA,NA,NA
"XFMVTQWDJPMKHB-QOFAMRNWSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Aromatic monoterpenoids",NA,NA,NA,NA,NA
"XFNIQDLOQLIJTQ-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Dicarboxylic acids and derivatives","Dicarboxylic acids and derivatives",NA,NA,NA,NA,NA
"XFPSRAYOBUHKRV-IBEHDNSVSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides",NA,NA,NA,NA
"XFTFIFNAWKMLKL-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Aldehydes","Aryl-aldehydes","Benzaldehydes","Hydroxybenzaldehydes",NA,NA
"XFVGJHHHDVZQFB-FWVVSBQTSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"XFZJEEAOWLFHDH-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Biflavonoids and polyflavonoids","Biflavonoids and polyflavonoids",NA,NA,NA,NA,NA
"XGFYCYMDWHFTLH-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",NA,NA,NA,NA,NA
"XGODCDTVQAHYAH-DZPPMGJRSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Sesquiterpene lactones","Germacranolides and derivatives",NA,NA,NA,NA
"XGPBRZDOJDLKOT-IZZDOVSWSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Pyranocoumarins","Angular pyranocoumarins",NA,NA,NA,NA,NA
"XGQQRJZRTBKBRM-APTQHQDLSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids",NA,NA,NA,NA,NA
"XGTNTUKODZZCGL-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Villanovane, atisane, trachylobane or helvifulvane diterpenoids","Atisane diterpenoids",NA,NA,NA,NA
"XGWIJUOSCAQSSV-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Halobenzenes","Chlorobenzenes",NA,NA,NA,NA,NA
"XGZOTDFONIAWEC-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols","Long-chain fatty alcohols",NA,NA,NA,NA,NA
"XGZOTDFONIAWEC-VAWYXSNFSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols","Long-chain fatty alcohols",NA,NA,NA,NA,NA
"XHCADAYNFIFUHF-TVKJYDDYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Coumarin glycosides","Coumarin glycosides",NA,NA,NA,NA,NA
"XHDHWGKEDVWKAN-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",NA,NA,NA,NA,NA
"XHEFDIBZLJXQHF-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavones","Flavonols",NA,NA,NA,NA,NA
"XHFZCGJKWBSHAG-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Depsipeptides","Depsipeptides",NA,NA,NA,NA,NA
"XHHOHZPNYFQJKL-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides",NA,NA,NA,NA
"XHMJOUIAFHJHBW-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides","Hexoses","Hexose phosphates",NA,NA,NA
"XHSQDZXAVJRBMX-UHFFFAOYSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Benzimidazole ribonucleosides and ribonucleotides",NA,"Benzimidazole ribonucleosides and ribonucleotides",NA,NA,NA,NA,NA
"XHWDVRRNQHMAPE-CUZNLEPHSA-N","Completed","Organic compounds","Organic Polymers","Polypeptides",NA,"Polypeptides",NA,NA,NA,NA,NA
"XIGBBPQAXHSVSN-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Quinolones and derivatives","Hydroquinolones",NA,NA,NA,NA,NA
"XIGBHUXQOPWGDK-IAFUCFMFSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"XIGSAGMEBXLVJJ-YFKPBYRVSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acids","L-alpha-amino acids",NA,NA
"XIIAYQZJNBULGD-LDHZKLTISA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cholestane steroids","Cholestane steroids",NA,NA,NA,NA,NA
"XIKYOEXOYRWIOU-HJBGGDBQSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid C-glycosides","Flavonoid 8-C-glycosides",NA,NA,NA,NA
"XIMQDJNNBMWDIH-VHPIRQCPSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"XIPQZLUSSJDAIC-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Hydroxycinnamic acid esters","Coumaric acid esters",NA,NA,NA,NA
"XIRCBKKMJNJNDK-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XIWMRKFKSRYSIJ-GYKMGIIDSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cholestane steroids","Cholesterols and derivatives",NA,NA,NA,NA,NA
"XIWXUSFCUBAMFH-HWKANZROSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Coumaric acids and derivatives",NA,NA,NA,NA,NA
"XIYSEKITPHTMJT-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Depsipeptides","Cyclic depsipeptides",NA,NA,NA,NA,NA
"XIYSEKITPHTMJT-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Depsipeptides","Cyclic depsipeptides",NA,NA,NA,NA,NA
"XIZUZZXWYLTRAC-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids",NA,NA,NA,NA,NA
"XJHDMGJURBVLLE-BOCCBSBMSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Sesquiterpene lactones","Eudesmanolides, secoeudesmanolides, and derivatives",NA,NA,NA,NA
"XJKIBJFVLHQLKC-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Stilbenes",NA,"Stilbenes",NA,NA,NA,NA,NA
"XJLATMLVMSFZBN-VYDXJSESSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","N-acyl-alpha amino acids and derivatives",NA,NA,NA
"XJLXINKUBYWONI-UHFFFAOYNA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides",NA,"(5'->5')-dinucleotides",NA,NA,NA,NA,NA
