"INCHIKEY","ClassyFy_Status","Kingdom","Superclass","Class","Subclass","Parent_Level_1","Parent_Level_2","Parent_Level_3","Parent_Level_4","Parent_Level_5","Parent_Level_6"
"APJYDQYYACXCRM-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Tryptamines and derivatives","Tryptamines and derivatives",NA,NA,NA,NA,NA
"APKFDSVGJQXUKY-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","Aminoglycosides",NA,NA,NA,NA
"APLKWZASYUZSBL-PBHICJAKSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzodiazepines","1,4-benzodiazepines","1,4-benzodiazepines",NA,NA,NA,NA,NA
"APMICFQMLNFXRZ-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Oxosteroids","11-oxosteroids",NA,NA,NA,NA,NA
"APQFDHZCDLNMLA-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides",NA,NA,NA,NA
"APSYQIWGNKNOQE-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"APTUSGMALOMQQL-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Perylenequinones",NA,"Perylenequinones",NA,NA,NA,NA,NA
"APWSJINSLHHRPD-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",NA,NA,NA,NA,NA
"APZDDWSEXQOLKA-DHDCSXOGSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Diterpene glycosides",NA,NA,NA,NA,NA
"APZDDWSEXQOLKA-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Diterpene glycosides",NA,NA,NA,NA,NA
"AQBQBBLJTDSVLC-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Kaurane diterpenoids",NA,NA,NA,NA,NA
"AQCKKGIVKOHRLM-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Aldehydes","Aryl-aldehydes","Benzaldehydes","Hydroxybenzaldehydes",NA,NA
"AQNDOJSDPBVJMJ-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","Organosulfonic acids",NA,NA,NA,NA,NA
"AQOKCDNYWBIDND-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",NA,NA,NA,NA,NA
"AQOMLMMSAVDODV-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"AQRNEKDRSXYJIN-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Diarylheptanoids","Linear diarylheptanoids","Linear diarylheptanoids",NA,NA,NA,NA,NA
"ARFRZOLTIRQFCI-NGQYDJQZSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Iridoid O-glycosides",NA,NA,NA,NA,NA
"ARFSAPKKATWHHO-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides",NA,NA,NA,NA
"ARHJHJLDYJOGMV-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzofurans",NA,"Benzofurans",NA,NA,NA,NA,NA
"ARHZXCIVYQVVOK-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",NA,NA,NA,NA,NA
"ARJZZFJXSNJKGR-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives",NA,NA,NA,NA,NA
"ARNKLTDIWFIVMO-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",NA,NA,NA,NA,NA
"ARPKCZZZMDEOIF-UHFFFAOYNA-N","Completed","Organic compounds","Lignans, neolignans and related compounds","Lignan glycosides",NA,"Lignan glycosides",NA,NA,NA,NA,NA
"ARZWATDYIYAUTA-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives",NA,"Quinolines and derivatives",NA,NA,NA,NA,NA
"ASGYFNXWNVZWJO-KCPFAJSVSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASJXVGSUYQIIBC-UHFFFAOYSA-N","Completed","Organic compounds","Organohalogen compounds","Alkyl halides","Alkyl fluorides","Perfluoroalkyl sulfonic acid and derivatives","Perfluoroalkane sulfonamidoethanols",NA,NA,NA,NA
"ASKKBGQVSVTIAW-HVQFUZGHSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides",NA,NA,NA,NA,NA
"ASLHXRONSASUAK-FNNAZMBNSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Cardenolides and derivatives",NA,NA,NA,NA,NA
"ASLWPAWFJZFCKF-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Alkyl phosphates","Trialkyl phosphates",NA,NA,NA,NA
"ASMPZXPCOAGAJC-MDZDMXLPSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid esters",NA,NA,NA,NA,NA
"ASMQGLCHMVWBQR-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Aryl phosphates","Aryl phosphodiesters",NA,NA,NA,NA
"ASOIHOGDYISNRH-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthopyrans",NA,"Naphthopyrans",NA,NA,NA,NA,NA
"ASQYOZUMZFSDTE-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavones","Flavones",NA,NA,NA,NA,NA
"ASRAWSBMDXVNLX-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoyl derivatives","Benzoylpyrazoles",NA,NA,NA,NA,NA
"ASRBKZHDORPEHO-KYJIWOQOSA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Depsipeptides","Depsipeptides",NA,NA,NA,NA,NA
"ASWBNKHCZGQVJV-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Lysophosphatidylcholines","1-acyl-sn-glycero-3-phosphocholines",NA,NA,NA,NA
"ASWLRRLLSBVSOH-UQZDFYISSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Tertiary alcohols",NA,NA,NA,NA,NA
"ATEFPOUAMCWAQS-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Hydroxycoumarins","7,8-dihydroxycoumarins",NA,NA,NA,NA,NA
"ATHGHQPFGPMSJY-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Secondary amines","Dialkylamines",NA,NA,NA,NA
"ATKGMLUBBPOBFK-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic carbonic acids and derivatives","Carbonic acid diesters","Carbonic acid diesters",NA,NA,NA,NA,NA
"ATLJNLYIJOCWJE-CWMZOUAVSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Bufanolides and derivatives",NA,NA,NA,NA,NA
"ATLJNLYIJOCWJE-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Bufanolides and derivatives",NA,NA,NA,NA,NA
"ATQPZSQVWCPVGV-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Depsides and depsidones",NA,"Depsides and depsidones",NA,NA,NA,NA,NA
"AUERTCYCVFTFJX-JTGNVULLNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Anthocyanins","Anthocyanidin-3-O-glycosides",NA,NA,NA
"AUGQEEXBDZWUJY-ZLJUKNTDSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Trichothecenes",NA,NA,NA,NA,NA
"AUJVQJHODMISJP-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Alkanolamines","1,2-aminoalcohols","N-acylethanolamines",NA,NA,NA
"AUMLVMKWJGCERZ-CMDGGOBGSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Styrenes","Styrenes",NA,NA,NA,NA,NA
"AUTOLBMXDDTRRT-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azoles","Imidazoles","Substituted imidazoles","Imidazolyl carboxylic acids and derivatives",NA,NA,NA,NA
"AUVVAXYIELKVAI-UHFFFAOYNA-N","Completed","Organic compounds","Alkaloids and derivatives","Emetine alkaloids",NA,"Emetine alkaloids",NA,NA,NA,NA,NA
"AUVYDCOKXDDYKR-OELDTZBJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives","Dihydroxy bile acids, alcohols and derivatives",NA,NA,NA,NA
"AUWROYFDPQQGCR-RPWUZVMVSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"AVAQRWVGWWNBIN-CUAUGLLKSA-N","Completed","Organic compounds","Lignans, neolignans and related compounds","Arylnaphthalene lignans",NA,"Arylnaphthalene lignans",NA,NA,NA,NA,NA
"AVBLSPPEZPLINV-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthofurans",NA,"Naphthofurans",NA,NA,NA,NA,NA
"AVJUQDMJJVFSTK-LCYFTJDESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Elemane sesquiterpenoids",NA,NA,NA,NA,NA
"AVNJCDRLZOVEDM-UHFFFAOYSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides",NA,NA,NA,NA,NA
"AWAWQVBWAWCQSJ-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Oxepanes",NA,"Oxepanes",NA,NA,NA,NA,NA
"AWDRATDZQPNJFN-VAYUFCLWSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Taurinated bile acids and derivatives",NA,NA,NA,NA,NA
"AWEFUQDNSBBNCR-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Hydroxycoumarins","Hydroxycoumarins",NA,NA,NA,NA,NA
"AWFZJSUJFSUBQU-MOJLLMCOSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"AWUCVROLDVIAJX-GSVOUGTGSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","Glycerophosphates",NA,NA,NA,NA,NA
"AWXQYTLSBPWDMJ-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoyl derivatives","1-benzoylpiperidines",NA,NA,NA,NA,NA
"AXDLCFOOGCNDST-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Tyrosine and derivatives",NA,NA,NA
"AXNXSFBKZQIMPF-RIBCLQTCSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"AXODOWFEFKOVSH-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","1-benzopyrans",NA,NA,NA,NA,NA
"AXOJRQLKMVSHHZ-UHFFFAOYSA-N","Completed","Organic compounds","Alkaloids and derivatives",NA,NA,"Alkaloids and derivatives",NA,NA,NA,NA,NA
"AXRSOGFYDSXLQX-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",NA,NA,NA,NA,NA
"AXUKMZBBLHMRHH-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AXUYMUBJXHVZEL-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Bufanolides and derivatives",NA,NA,NA,NA,NA
"AXZCNBVMHHTPKA-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Depsides and depsidones",NA,"Depsides and depsidones",NA,NA,NA,NA,NA
"AYGOSKULTISFCW-KZNAEPCWSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Sphingolipids","Phosphosphingolipids","Phosphosphingolipids",NA,NA,NA,NA,NA
"AYHCPTDPDUADTK-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"AYIBUIYCGXKPBE-BUHFOSPRSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AYKYOOPFBCOXSL-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzyl cyanides","Benzyl cyanides",NA,NA,NA,NA,NA
"AYNMYQSRRVGZDT-FKEGGDLNSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Isoleucine and derivatives",NA,NA,NA
"AYPTUOXSKDGTDH-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AYRXSINWFIIFAE-GFRRCQKTSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides",NA,NA,NA,NA,NA
"AYXYPKUFHZROOJ-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Gamma amino acids and derivatives",NA,NA,NA,NA
"AYXYPKUFHZROOJ-ZETCQYMHSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Gamma amino acids and derivatives",NA,NA,NA,NA
"AZAZKLKDEOMJBJ-WMLJXHKFSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Kaurane diterpenoids","Napelline-type diterpenoid alkaloids",NA,NA,NA,NA
"AZFFBGWLLZUTDW-CTASIPILSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"AZFLJNIPTRTECV-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Oxosteroids","Oxosteroids",NA,NA,NA,NA,NA
"AZGNIKZHFDJEPU-FJONONFLSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Limonoids",NA,NA,NA,NA,NA
"AZHLTIOZVGMCDZ-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Naphthalenes",NA,"Naphthalenes",NA,NA,NA,NA,NA
"AZIGQTILUNTIQH-VJKRGORSSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"AZKQDXZMKREFDY-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Iridoid O-glycosides",NA,NA,NA,NA,NA
"AZKVWQKMDGGDSV-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Iridoids and derivatives",NA,NA,NA,NA,NA
"AZMCLAKXGJERAK-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AZSNMRSAGSSBNP-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Macrolides and analogues","Milbemycins","Milbemycins",NA,NA,NA,NA,NA
"AZUKRZGSIRBRCH-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",NA,NA,NA,NA,NA
"BACYUWVYYTXETD-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","N-acyl-alpha amino acids and derivatives","N-acyl-alpha amino acids",NA,NA
"BALAWIKXKINUNV-HNQUOIGGSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAOWHAJSJGJSBV-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Glycinated bile acids and derivatives",NA,NA,NA,NA,NA
"BAQAVOSOZGMPRM-QBMZZYIRSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","C-glycosyl compounds",NA,NA,NA,NA
"BARAUATXLYPTGX-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Cinnamic acid esters","Cinnamic acid esters",NA,NA,NA,NA,NA
"BAVIFLQGTGNVOP-UHFFFAOYSA-N","Completed","Organic compounds","Alkaloids and derivatives","Indolonaphthyridine alkaloids",NA,"Indolonaphthyridine alkaloids",NA,NA,NA,NA,NA
"BAWFJGJZGIEFAR-NNYOXOHSSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides",NA,"(5'->5')-dinucleotides",NA,NA,NA,NA,NA
"BBFYUPYFXSSMNV-HMGRVEAOSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-7-O-glycosides",NA,NA,NA,NA
"BBMULGJBVDDDNI-OWKLGTHSSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Diterpene glycosides",NA,NA,NA,NA,NA
"BBMULGJBVDDDNI-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Diterpene glycosides",NA,NA,NA,NA,NA
"BBOWBNGUEWHNQZ-KTKRTIGZSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",NA,NA,NA,NA,NA
"BBRMJCAPNGJKEM-AQASXUMVSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",NA,NA,NA,NA,NA
"BBRMJCAPNGJKEM-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",NA,NA,NA,NA,NA
"BBYKLXZPRZWDQY-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"BCCCBOFRSPINSB-UHFFFAOYSA-N","Completed","Organic compounds","Alkaloids and derivatives","Harmala alkaloids",NA,"Harmala alkaloids",NA,NA,NA,NA,NA
"BCEHBSKCWLPMDN-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Phenylpropanes","Phenylpropanes",NA,NA,NA,NA,NA
"BCIWKKMTBRYQJU-INIZCTEOSA-N","Completed","Organic compounds","Benzenoids","Phenols","Methoxyphenols","Gingerols",NA,NA,NA,NA,NA
"BCNKILSUUHWRTG-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"BCRRDBKZXSRMHL-SSDOTTSWSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Chromones",NA,NA,NA,NA,NA
"BCRXKWOQVFKZAG-UHFFFAOYNA-N","Completed","Organic compounds","Organosulfur compounds","Sulfoxides",NA,"Sulfoxides",NA,NA,NA,NA,NA
"BCUDKRWNGQAFLF-GYMZVKDOSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins",NA,NA,NA,NA,NA
"BCVIOZZGJNOEQS-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides",NA,NA,NA,NA
"BCWKMSLBLIKZQX-HMZWGCPASA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflavonoid O-glycosides","Isoflavonoid O-glycosides",NA,NA,NA,NA,NA
"BCXBIONYYJCSDF-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides",NA,NA,NA,NA
"BDCURAWBZJMFIK-CVJSJHTBSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Aconitane-type diterpenoid alkaloids",NA,NA,NA,NA,NA
